week_start,week_end,keyword,channel,channel_id,matched_videos,views,likeCount,commentCount,subscribers,channel_video_count,engagement,as_of_details_fetched_utc
2025-09-05,2025-09-11,samyang,Blessing Channel,UCJA8d2c8U47GvviUMLGfZKQ,1,44680,195,4,124000,270,199,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Cabreranali,UCVLBmLfeIC7AcEosTqOSdqw,1,9,0,0,21,174,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,"Can't Cook, Will Cook",UChmWrInW6hXTWZ0JdweU0bQ,1,1164,7,0,23,22,7,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Cheska Bo,UCIAntpmHJ6_d2RPTHboT42A,1,193,12,0,5770,632,12,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Chris Burdios,UCrduMk8uzQk-0tegsbX-T9w,1,1266,39,4,2160,160,43,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Clip Food vloger,UCKGp00y2sOB0oyZwFzHDMsA,2,2638,44,0,397,52,44,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Cooking Cook,UCkAAhQ189XICnErZq8BRxRQ,1,887,20,0,169,4,20,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Curious2Know,UC8Km4TW1M65kewaqd7NnxQA,2,66308,2084,7,12700,880,2091,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Cynthia Camargo,UCz2Psfiu6tjhMRHjh6pc-Cg,1,769,6,0,66,163,6,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Cúc Cô Đơn 1 Mình,UCFUzbnrRC_FymylZvPAyXcw,1,3180,33,3,714,219,36,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,DAVISION,UCSVfBIzA4U0rWIwaIkqpA7w,1,2690,207,23,70000,894,230,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,DINAR SHINTA.07,UCvlokQLBW0w0h3wnKlel9ZQ,1,19,1,0,0,1,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Davina dan Zizi,UCESbkoY3kzDj8hrJX9F2Rag,1,34269,248,0,1820000,1744,248,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Dayana,UCKEXPzYlbiOfEnVRf6O05Yg,1,254,3,2,15,47,5,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Dedew eats,UCIWIYVsZLR6fhPo4BUIlzMw,1,521,0,14,494,22,14,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Dewi,UClqoHTH1eIlXv4kQlEbArSA,1,1633,11,0,632,119,11,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Deyyan,UCNoIUNb8lz9H8-MIZNWfcbg,1,374,15,7,583,109,22,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Dnh1311,UC95L8bYlRtZl_2o6MB13jiQ,1,6707,69,5,48600,548,74,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Docos YTS Videos,UCeyl7igybllX6SryjF8rinA,1,13182,58,0,670000,5312,58,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,EIKEIKEAT,UCQ87s1d4hLMNH8wTdcau1jQ,3,73580,7804,48,14400,174,7852,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,EKSEKUSI MAKANAN,UCixKULfe37qJ4ZNcuy2luFg,2,158,10,0,74,19,10,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,EL Vlogreels,UCoKz_l_59Oi_C1NTxUAaoLg,1,1121,10,0,154,165,10,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,ELFAN AND FAMILY,UCdWjFsVxketw2w873oYrmVA,2,78226,326,3,11000,407,329,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,ER CHANNEL,UCxDxaYrsY4xV3b19iiKOxDA,1,20599,104,0,12600,296,104,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,EUROFOODTOGO,UCTbgF4L5OaY8lqr1LcCjJqg,1,2335,17,0,396,396,17,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Elfie Studios,UC9ixfGG77JXtFXdH0XAtpGA,1,12248,162,0,1230000,788,162,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Em gái Bình thuận,UCE7tX_bTqBql0M2JYP_sxNA,1,1,0,0,32,141,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Erick Dias Ferreira,UC7fVpkDl5iVfaa63hMtrXJw,1,230,2,0,17,341,2,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,"FMCG VIET., LTD | FMCG EXPORTER IN VIETNAM",UC67BSX28gHxOdYTk_XozxDQ,1,18,1,0,694,90,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Facta menarik,UCsxHWp9Ur7mddA6VPRIaaYQ,3,67242,663,0,1960,148,663,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Fahri Eka Chanel ,UCMpjO1eMyjwkX2NKECJUNaw,1,4,0,0,138,93,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Faisal Hadi,UCDLNgMPUN8rhGLzGsLYWZpg,1,21081,48,0,115000,5301,48,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Faisol sh,UCGcQ8e0eFh487lqImSiUEVg,1,1138,7,0,34,36,7,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Fanny,UCe2QplXG-Z3steH0MUFRVGg,2,3108,13,0,284,88,13,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Fansnya Willie Salim / arek Tanggulangin ,UCBlDxqkZZ6693zL_CwLQ4uA,1,19,0,0,44,128,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Feastzone,UCcQyRa5JRWK3eyeC-Mh6L4w,1,1433,10,0,6470,25,10,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Febrian13 Official ,UCIRkDTSYf3Ca_7gFCha9Ecg,1,14,4,0,46,83,4,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Food & Cat Mania,UCZpCSAUGkrDtVetiH3sXgpw,1,3057,20,1,5460,2436,21,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Food Diary 🍲📝,UCTdR9OGBNpG604B0nv5_AVg,1,20,0,0,22,52,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Food Freak,UC9LUuwouW8TWe2P84q6CTaA,1,39834,329,26,7570,70,355,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Food tiktok ,UCHhgRh3CZGuXqfUjAMjkqUg,3,34968,3115,4,2220,106,3119,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Froody eats,UCjGkwYUrSS9s36D2m2ggtbw,2,1522,45,5,36,14,50,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Gaby Jovita,UC-sabdhgCa9NKMhPfSSc63A,1,60018,590,79,921000,1579,669,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Girliegrub,UCgi-qVsURNyEFKJFWtQLQHQ,1,1802,17,0,9,7,17,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Going with you,UC4Kp4_DkZa8-gR2NFDxpkLA,1,4667,105,1,483,188,106,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Govinda Rumi,UCdbsRsANtP7B4AMwvVr_8-w,1,780,40,4,13000,51,44,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Great Indian Pot,UCf3vnXqwZnELTL3IenETHmA,1,201928,4246,19,15500,83,4265,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Hebras muda,UCyV0L9B1XOKWVD3wcimivTw,1,1219,5,0,46,70,5,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Hey Chandraa,UC39wEe4l8csbFgnj2q2Q55A,1,50679,4847,12,321000,252,4859,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Hoa-ASMR,UC_PWD5qO7d1X_ok13vBSi-Q,2,199213,5149,24,86700,241,5173,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,I_LOVE_COOKIERUNKINGDOM!,UCkx5tjerLwJXjW_5R0wAVVQ,1,49,3,2,103,191,5,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Ikura no cucumber,UCKQFLBxjabMPGdVxwSlSzdg,1,1912,11,0,152,117,11,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Indaaaaaaah,UCGaXVqclih168f-NatikNhA,1,1189,10,0,2160,834,10,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Iwik RM30,UCcYR_3SRl1_YOcLaRaGWB-w,1,2306,87,48,16100,1843,135,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,JaenTheLegend Eats & Feats,UCpAUnR3sP1RKPFSsn0ARc4g,2,1488,15,2,14,9,17,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Jajan Teroos,UCnwBYiqSMuRIG6YK81BHXIA,1,17733,1900,6,20900,401,1906,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Jhuma Hazra🍥🌷,UC3KQorzFzfoYraL3TFzPq4Q,1,372,6,11,8,15,17,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Jon Cit,UCrF4p0_YxfIesby66jByjmA,1,134170,674,36,4730000,1161,710,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Joseph Normand Grinnell,UCNxguYkI5oCySKB6aATjsWA,1,1375,7,0,4510,12329,7,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Judy,UCklSLKGoL98vlS5XFuC9ryg,1,3165,63,7,21,4,70,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Juliányt2014,UCEh_g7ckV4NU7Pz56wM4AsA,1,1268,21,2,142,47,23,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Junicooking,UCEvzeXX1qwyRj2Ep1rGJgbQ,1,49,0,1,260,37,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,KALIBAI ClASSES ,UCF40Y3Mu8cfFpUuQSmRIQyQ,1,789,24,0,214,179,24,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,KME TV,UCxhP-cIG5XPY5a6Gu0_yL2Q,1,22,1,0,33300,141,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,KULINER SEDEP,UCMtQ-1DRg-YwzPGVzt9OCyA,1,1201,4,0,890,565,4,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Ka Mukbang Vlog,UCG_qp9sC787lCI2fWOQlRJw,1,8,0,0,0,3,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Kek Eats Makan,UCNx7_fWC5Jm6ydHPP83ZE9w,1,7397,152,6,3640,104,158,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Kelly greatest life,UCdoT8F_SN1Lg79fOAmhd1Iw,1,1717,11,0,11500,648,11,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Keluarga Lubis,UCg9EDoLPQCUlOhP0jX9LFQA,1,6895,33,3,37900,1365,36,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Khaira Khafi Daily,UCIE5cf-cFiQYrMCz1k-0olg,1,128729,1498,2,2710000,3408,1500,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Khana Pakana Dill Seey,UCdZyIQ7AKgwHb9g9OrP65Nw,1,52032,0,10,34400,740,10,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Kluna Tik Indonesia,UCZJepexw-yCHDIGpNpnvPSw,1,53,0,0,159000,416,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,LV TOYS OFFICIAL,UCSaIu9rPc_lAVjlQyGPKbfQ,1,42,0,0,1590,1199,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Larry Rodriguez,UCPYlYsT8w5UH1U9quxEriVg,1,527,6,0,50,122,6,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Latinoforlife,UC_3d4n-UGjmwporHOtLamqw,1,1417,10,1,43,11,11,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Lima Tujuh,UCJNg2ByttQETJa3sIizXTyA,1,3,0,0,136,100,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Lishelle Salamanca,UCy4mZtEXhxzuXavpQ2ZduWw,1,1786,30,0,14,10,30,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Living Life With Anelyn Vlog,UCUr4zyv49K8SY_oJwUYQXag,1,90,1,0,63,13,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,MAMA GEZA,UCQdHXmKeJlEnuK5BZIuLBjg,1,43978,163,0,89400,2915,163,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,MAS FII,UCarsV8W_aYng8N2oKwqoU2g,1,1147,18,3,31,7,21,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,MATADOR,UCduBa6FMhV4h6quyfDWAmMA,1,680,44,3,12900,276,47,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,MEONG MEME,UCNZ8YP_EUycElHQ51PoVCEQ,1,43115,560,61,18000,161,621,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,MUKBANG ROBLOX,UCwqhoJhbPB4gluC8vpvUPog,1,8,1,0,18,21,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Mahnoor Lifestyle ,UCvieYS9tnTBbSdsqF2Zjl3w,1,1417,69,2,3330,378,71,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Mak mpom,UC3v7feWDXxjb1OjNQlrSQWw,2,82130,345,3,109000,2896,348,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Mamacici,UCoMSZJnZuO9rKPmBVE-XZEg,1,59688,1115,20,163000,799,1135,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,MaoMaoFoods,UCvqkO7t6K3Ybguiyf22GJ1Q,1,2975,68,0,385,189,68,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Maria_Chan,UCnqghsQC2Q6AmHqpab5jqxg,2,57,2,0,2,7,2,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Marlon Gallano,UCqUd3cFMO7U2cekEERhZxFw,1,625,6,0,2,8,6,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Meichan,UCtFXDstuCBP5v0HvgcHYuIg,1,536,6,0,1050,168,6,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Mike Klen,UCQHS_9s0iV66CaVL0V5kRsQ,1,3348,96,1,57,14,97,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Mira Mini Cooking,UCroEKKxC9NUEP5Rt768VMrA,1,54515,8819,103,64200,134,8922,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,MivanNW,UCFa3aSw57yFY-gzlAZUgAiQ,1,1032,11,1,134,17,12,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,MukBangen,UCPWCB7Kl0kxGHTjibQoOm3A,1,88,2,1,12,16,3,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Mukbang Party,UC9CupTRtTyOq2BcU758VoeQ,1,5,4,0,19,29,4,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Mukbang With Eyman,UCNUusI3LvFkYgVaW3m9wNmQ,1,252,15,21,32,2,36,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,MunchEra,UCYUlPaBXuuNozI9_WAzq5cw,1,17231,215,1,189,30,216,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,N.E Let's Eat,UCoaegtPODTjRaaQdEND2m4Q,1,14048,591,14,3930000,1567,605,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,NASORUDIN TUTORIAL,UCbjIdM-Ge2pBYX6e_HKEepw,1,734,4,0,11600,689,4,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,NIHO! Ziaxia in Taiwan 🇹🇼,UCuNgIdpnGy7PGUYZe6UdkBQ,1,773,2,0,308,123,2,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Nando Pandora ,UCPyp2FK5Pdnof47Lxt67RxA,1,1139,6,0,531,167,6,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Nayla Anindita,UC5t1hF0wkFhbhMUXzp9OVUw,1,1907,10,0,26,16,10,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,NoNaReMa,UCpG5ufdxTz5Gyw7U9hrUcZw,1,100,7,0,1,1,7,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Nor Ranita,UCB7RjtGfPWcc20_pQQLLDVw,1,60359,635,117,1340000,1837,752,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Nucosmic,UCeKTcn12yF2DdxvzFFm5Gnw,1,1,0,0,0,36,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Odil_Operator7773,UCYhUj9wxIU7efef_VICXVZg,3,1845,18,0,20,60,18,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Pijul_Ayyubi,UC8q5kkeGP6A3eDjYeY8disg,1,37,1,0,47,664,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Pim Eats,UC9vFLRKAxa_Ww1Ol8I3ou-A,1,4568,143,4,1090,73,147,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Pinkguyblox,UCjYpFppYsl8Ia-WsoghuFhw,1,3996,18,0,149,2,18,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Queen3110,UC8O1bKny0VE_8Cj5-bNYf8g,1,59,0,0,10,78,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Random Clip,UC3W_uks5ch3wnC8NQoNp1kA,1,1293,6,0,1,1,6,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Rendi eka putra,UCZlPyilxHfNwCK1EGtckQnA,1,297,1,0,107000,924,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Resilient Pinay,UCPvTC38Vw6x_QbNZoC6uzBg,1,1051,14,0,32,55,14,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Restirahma,UCAXh32wN3eXNNrF8AEZGU5A,1,1908,10,0,3660,931,10,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Rhett Thompson,UCR_ZaRtVUYk_eV4lwOjYDTg,1,2561,75,38,5220,165,113,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Rinchen Yangki,UCqtrFPCCiw1D4F3x9TJFImQ,1,51,11,3,33,5,14,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Rinka's lifestyle,UCUgTR_Gx70NJk4eMdbXJczg,1,698,4,0,783,396,4,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Riska Chamelia_channel,UC1u_BJg9ckc6A330rEhUBKg,1,7,1,0,10,63,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Rita Laila,UCO97IOL8mPYnKB5P4_9E3KQ,1,2,0,0,22,35,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Rizky Lobubun Extras,UCyUIToXYG0bgcuRjRwu8x4Q,1,136,2,0,113,132,2,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Robin Young,UC5Da8KW8nacTp38ipsRIdXA,1,5,0,0,45,129,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,SALSABILA _AZZAHRA CHANNEL,UCuSpA1TegCfv8EYTwXCw2hA,1,16,1,0,29,33,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,SRI KRISHNA CAMERA'S ,UCdpNORt-U8P6CsMbvRY0Bmg,1,2431,18,0,4570,1544,18,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,SaRa SayMon,UCfjKZpOAzXBWT1dd-0MNB1g,1,18904,205,6,10900,307,211,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Safira Crespin,UCssL-aabXChXnfVDlHyuYTg,1,68235,4523,6,168000,277,4529,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Samyang Foods Indonesia,UChfL5FMeLCvpa1nmctehAdA,1,14256,210,1,22,4,211,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Sapana Tripathi,UC2cc0oTdhPip0sM9EHPjwpQ,1,11,3,0,7,25,3,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Sarah Fakhriyah,UCIB57S7rx1kF2FVelRX9fsw,1,0,0,0,158,43,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Sasmita wulandari,UCKuF39E5cR5y4DGdQoddkkQ,1,55,1,0,841,580,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Scary Terry Cards,UCkDfPFW-URQHOzLry5l3WIQ,1,1057,23,20,2310,1294,43,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Silent crunch Asmr,UCm3_W89tBQHxgIxnW_oO6tQ,1,1293,17,0,19,6,17,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Singer vikash sawariya ,UCrwOZGKHU8etEuS5PXRuyOw,1,133,8,12,169,195,20,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,SingleMom Vlogs Official,UCs2d4EB1fDjwsxIQ1rbJJ-g,1,20649,175,0,2250,305,175,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Siti Badriyah 484,UCiQqY2CtSDZDL6qQv5aq-JA,1,29,2,0,5,13,2,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Songko Kopia,UCmO8fRXh2Nj7rq-v_8oSi5Q,1,1616,12,0,1830,589,12,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Stera Video,UCJK_2dXQCr2qJoMMPlj0eiw,1,354809,2601,19,3240000,1457,2620,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Subhamclick,UC8YqHZ2F9YakSlqJqwX6Q-g,1,463,15,8,4610,375,23,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,SukaShawarma,UCRVvPuYfzGN2yjXuoLlYItA,2,18951,154,0,3150,1720,154,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Sweetly Budgie,UCl9JS5EX8OxyUf21OKHfzEg,1,1353,11,0,363,34,11,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Syalism Eats,UCt1B1HRwvPYKjkvAjePiowg,1,138,0,39,28800,182,39,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Syasya & Segara,UCmD91w_ervF0eugzkjnteEA,3,4867,118,13,163,27,131,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tafakoer,UCsRd1BkfuCFvuWRSPTRtPEQ,2,3702,31,1,219000,11371,32,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tamangni Youtube Channel,UCBDfhiUng95X658xcuQYpmA,1,1885,49,0,1080,228,49,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Taste & Travel with Tasvir,UCPbs_YxO4vF9X0RcDoueH4g,1,827,9,0,494,210,9,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Taylor Nguyen,UCg0rq7PP_asbxvIGCqS9KNw,1,3823,72,2,121,50,74,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,TeaTime Polls♡,UCphFUbBGDtzSQ4HL_gZZMVA,1,10478,141,8,156,88,149,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tearsfallsslowly,UC0ecoUDT7qM7pohb_HDar0w,1,362,3,0,1,3,3,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Teeny Kitchen,UCzR8wQQjUKmAP03aP0BGPYw,1,5974,385,35,3910,26,420,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Telan Terus,UC-itDi4rtSz-QG3x9bAdVwA,1,198,0,5,6,1,5,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,The CameraBoss,UCuJnw5Ab5bXiswzjE4Ty9qA,1,19,1,0,1730,411,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,The Fat Hipster,UCSIBuEIHwX7RHZlY-FP0AkQ,1,31,1,0,1290,981,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Through The Lens,UCwU4pehSc6-2IAoEiskDtyQ,1,183,7,0,2190,335,7,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Thungtung Man,UCVKwDGc9e_nUPo0tuCOka-w,1,158526,2429,109,118000,130,2538,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tiffany & Jocelyn,UC1GTlujt1KvReBbX04o5ydA,1,5,0,0,10,34,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tina ASMR ,UCdvlcLUhxs05r4P-oz1t5TQ,1,18211,317,48,57800,944,365,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tina Mini Cooking,UCmcUAA6iuCZHQMWXtoYHZBg,4,351792,92530,517,1840000,272,93047,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tita Rustika,UCOmpeto7VMlT3y-yOjgaNmg,1,1130,8,0,41,36,8,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tmai_asmr,UCg2U473hgk9GvgtEwxU8-qQ,1,164,1,0,1510,575,1,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Trend_Ai,UCwdh9a6hmSKJTV2XVc3jgbw,3,69258,490,0,15100,423,490,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tshireletso Seane,UCFEMxk_l-obxU40G7RPWhUg,2,3,0,0,0,2,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tung Man,UCkLt-K3Q9FpNCxPComRDFRA,1,28996,193,0,2030,39,193,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tutorial Xpro,UCDOAw0gUAWlDpmD6oJgVqSQ,1,740,6,0,115000,4385,6,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Tyler Loves Blossom,UCC1_0BqRllnMGa9sJVfaYZg,1,5,0,0,551,1652,0,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Usmen Grandong,UCjM0yoEZk0XprHMb9MminYg,1,6550,41,0,28000,1383,41,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Vanessa Go,UCeWDU3K2VD9P2aVZ7ryst2Q,1,2930,44,2,4980,335,46,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Wandering Bilal,UCzf6PEqZEfHG2rvs-wGQUEA,1,34,3,0,43,20,3,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,Wanita Pemakan,UCO5VbFo09mtvC0g8hkiqToA,1,233,4,0,360,62,4,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,YAY!,UCFOy7LJV3jS_P2JDCeB_Q2A,1,960,11,1,40200,3608,12,2025-09-16T08:51:01Z
2025-09-05,2025-09-11,samyang,YAYAN GENDOET,UCtHt4wo6DeKrwZZnXO0eRyw,1,105,0,0,5260,2218,0,2025-09-16T08:51:01Z
